relation1,attribute1,relation2,attribute2,frequency
hasOpeningType,open-front,hasMaterialType,plastic,1
hasPocketType,pocketless,hasMaterialType,plastic,1
hasLapelType,lapel-less,hasMaterialType,plastic,1
hasFabricTreatment,coated,hasOpeningType,open-front,1
hasMaterialType,plastic,hasOpeningType,open-front,1
hasPocketType,pocketless,hasOpeningType,open-front,1
hasSleeveType,sleeveless,hasOpeningType,open-front,1
hasNeckline,round,hasOpeningType,open-front,1
hasLapelType,lapel-less,hasOpeningType,open-front,1
hasLength,short,hasOpeningType,open-front,1
hasSilhouette,rectangular,hasOpeningType,open-front,1
belongsToCategory,upperbody,hasOpeningType,open-front,1
depicts,glasses,hasOpeningType,open-front,1
hasFabricTreatment,coated,hasPocketType,pocketless,1
hasMaterialType,plastic,hasPocketType,pocketless,1
hasOpeningType,open-front,hasPocketType,pocketless,1
hasSleeveType,sleeveless,hasPocketType,pocketless,1
hasNeckline,round,hasPocketType,pocketless,1
hasLapelType,lapel-less,hasPocketType,pocketless,1
hasLength,short,hasPocketType,pocketless,1
hasSilhouette,rectangular,hasPocketType,pocketless,1
belongsToCategory,upperbody,hasPocketType,pocketless,1
depicts,glasses,hasPocketType,pocketless,1
hasOpeningType,open-front,hasSleeveType,sleeveless,1
hasPocketType,pocketless,hasSleeveType,sleeveless,1
hasNeckline,round,hasSleeveType,sleeveless,1
hasLapelType,lapel-less,hasSleeveType,sleeveless,1
hasFabricTreatment,coated,hasNeckline,round,1
hasOpeningType,open-front,hasNeckline,round,1
hasPocketType,pocketless,hasNeckline,round,1
hasSleeveType,sleeveless,hasNeckline,round,1
hasLapelType,lapel-less,hasNeckline,round,1
hasFabricTreatment,coated,hasLapelType,lapel-less,1
hasMaterialType,plastic,hasLapelType,lapel-less,1
hasOpeningType,open-front,hasLapelType,lapel-less,1
hasPocketType,pocketless,hasLapelType,lapel-less,1
hasSleeveType,sleeveless,hasLapelType,lapel-less,1
hasNeckline,round,hasLapelType,lapel-less,1
hasLength,short,hasLapelType,lapel-less,1
hasSilhouette,rectangular,hasLapelType,lapel-less,1
belongsToCategory,upperbody,hasLapelType,lapel-less,1
depicts,glasses,hasLapelType,lapel-less,1
hasOpeningType,open-front,hasLength,short,1
hasPocketType,pocketless,hasLength,short,1
hasLapelType,lapel-less,hasLength,short,1
hasOpeningType,open-front,hasSilhouette,rectangular,1
hasPocketType,pocketless,hasSilhouette,rectangular,1
hasLapelType,lapel-less,hasSilhouette,rectangular,1
hasFabricTreatment,coated,belongsToCategory,upperbody,1
hasOpeningType,open-front,belongsToCategory,upperbody,1
hasPocketType,pocketless,belongsToCategory,upperbody,1
hasLapelType,lapel-less,belongsToCategory,upperbody,1
depicts,glasses,belongsToCategory,upperbody,1
hasOpeningType,open-front,depicts,glasses,1
hasPocketType,pocketless,depicts,glasses,1
hasLapelType,lapel-less,depicts,glasses,1
belongsToCategory,upperbody,depicts,glasses,1
belongsToCategory,headwear,hasSilhouette,aviator,1
depicts,sunglasses,hasSilhouette,aviator,1
hasSilhouette,aviator,belongsToCategory,headwear,1
depicts,sunglasses,belongsToCategory,headwear,1
hasSilhouette,aviator,depicts,sunglasses,1
belongsToCategory,headwear,depicts,sunglasses,1
hasLength,sunglasses,hasMaterialType,plastic,1
hasMaterialType,plastic,hasLength,sunglasses,1
hasSilhouette,rectangular,hasLength,sunglasses,1
belongsToCategory,head,hasLength,sunglasses,1
depicts,glasses,hasLength,sunglasses,1
hasLength,sunglasses,hasSilhouette,rectangular,1
hasLength,sunglasses,belongsToCategory,head,1
hasLength,sunglasses,depicts,glasses,1
hasMaterialType,plastic,hasAnimalPattern,nil,1
hasSilhouette,rectangular,hasAnimalPattern,nil,1
belongsToCategory,upperbody,hasAnimalPattern,nil,1
depicts,watch,hasAnimalPattern,nil,1
hasMaterialType,plastic,hasPattern,nil,1
hasSilhouette,rectangular,hasPattern,nil,1
belongsToCategory,upperbody,hasPattern,nil,1
depicts,watch,hasPattern,nil,1
hasMaterialType,plastic,hasFabricTreatment,nil,1
hasSilhouette,rectangular,hasFabricTreatment,nil,1
belongsToCategory,upperbody,hasFabricTreatment,nil,1
depicts,watch,hasFabricTreatment,nil,1
hasMaterialType,plastic,hasLeatherType,nil,1
hasSilhouette,rectangular,hasLeatherType,nil,1
belongsToCategory,upperbody,hasLeatherType,nil,1
depicts,watch,hasLeatherType,nil,1
hasAnimalPattern,nil,hasMaterialType,plastic,1
hasPattern,nil,hasMaterialType,plastic,1
hasFabricTreatment,nil,hasMaterialType,plastic,1
hasLeatherType,nil,hasMaterialType,plastic,1
hasAnimalPattern,nil,hasSilhouette,rectangular,1
hasPattern,nil,hasSilhouette,rectangular,1
hasFabricTreatment,nil,hasSilhouette,rectangular,1
hasLeatherType,nil,hasSilhouette,rectangular,1
hasAnimalPattern,nil,belongsToCategory,upperbody,1
hasPattern,nil,belongsToCategory,upperbody,1
hasFabricTreatment,nil,belongsToCategory,upperbody,1
hasLeatherType,nil,belongsToCategory,upperbody,1
hasAnimalPattern,nil,depicts,watch,1
hasPattern,nil,depicts,watch,1
hasFabricTreatment,nil,depicts,watch,1
hasLeatherType,nil,depicts,watch,1
hasNickname,digital watch,hasMaterialType,plastic,1
hasNickname,digital watch,hasLength,short,1
hasNickname,digital watch,hasSilhouette,rectangular,1
hasMaterialType,plastic,hasNickname,digital watch,1
hasLength,short,hasNickname,digital watch,1
hasSilhouette,rectangular,hasNickname,digital watch,1
belongsToCategory,upperbody,hasNickname,digital watch,1
depicts,watch,hasNickname,digital watch,1
hasNickname,digital watch,belongsToCategory,upperbody,1
hasNickname,digital watch,depicts,watch,1
hasFabricTreatment,coated,hasPattern,gradient,1
hasSleeveType,sleeveless,hasPattern,gradient,1
hasLength,short,hasPattern,gradient,1
hasSilhouette,round,hasPattern,gradient,1
hasPattern,gradient,hasFabricTreatment,coated,1
hasPattern,gradient,hasSleeveType,sleeveless,1
hasPattern,gradient,hasLength,short,1
hasPattern,gradient,hasSilhouette,round,1
hasLength,variable,hasFabricTreatment,coated,1
hasLength,variable,hasMaterialType,plastic,1
hasFabricTreatment,coated,hasLength,variable,1
hasMaterialType,plastic,hasLength,variable,1
hasSilhouette,round,hasLength,variable,1
hasNickname,sunglasses,hasLength,variable,1
belongsToCategory,head,hasLength,variable,1
depicts,glasses,hasLength,variable,1
hasLength,variable,hasSilhouette,round,1
hasLength,variable,hasNickname,sunglasses,1
hasLength,variable,belongsToCategory,head,1
hasLength,variable,depicts,glasses,1
hasFabricTreatment,painted,hasPattern,solid color,1
hasNickname,pink glaze,hasPattern,solid color,1
hasPattern,solid color,hasFabricTreatment,painted,1
hasMaterialType,plastic,hasFabricTreatment,painted,1
hasLength,short,hasFabricTreatment,painted,1
hasSilhouette,rectangular,hasFabricTreatment,painted,1
hasNickname,pink glaze,hasFabricTreatment,painted,1
belongsToCategory,head,hasFabricTreatment,painted,1
depicts,glasses,hasFabricTreatment,painted,1
hasFabricTreatment,painted,hasMaterialType,plastic,1
hasNickname,pink glaze,hasMaterialType,plastic,1
hasFabricTreatment,painted,hasLength,short,1
hasNickname,pink glaze,hasLength,short,1
hasFabricTreatment,painted,hasSilhouette,rectangular,1
hasNickname,pink glaze,hasSilhouette,rectangular,1
hasPattern,solid color,hasNickname,pink glaze,1
hasFabricTreatment,painted,hasNickname,pink glaze,1
hasMaterialType,plastic,hasNickname,pink glaze,1
hasLength,short,hasNickname,pink glaze,1
hasSilhouette,rectangular,hasNickname,pink glaze,1
belongsToCategory,head,hasNickname,pink glaze,1
depicts,glasses,hasNickname,pink glaze,1
hasFabricTreatment,painted,belongsToCategory,head,1
hasNickname,pink glaze,belongsToCategory,head,1
hasFabricTreatment,painted,depicts,glasses,1
hasNickname,pink glaze,depicts,glasses,1
hasSleeveType,short,hasPattern,striped,1
hasPattern,striped,hasSleeveType,short,1
hasNeckline,straight,hasSleeveType,short,1
hasSilhouette,round,hasSleeveType,short,1
hasSleeveType,short,hasNeckline,straight,1
hasSleeveType,short,hasSilhouette,round,1
hasOpeningType,zipper,hasPattern,solid color,1
hasLength,long,hasPattern,solid color,1
hasSilhouette,oval,hasPattern,solid color,1
depicts,nail polish remover,hasPattern,solid color,1
depicts,nail polish remover,hasMaterialType,plastic,1
hasPattern,solid color,hasOpeningType,zipper,1
hasSleeveType,short-sleeve,hasOpeningType,zipper,1
hasLength,long,hasOpeningType,zipper,1
depicts,nail polish remover,hasOpeningType,zipper,1
hasOpeningType,zipper,hasSleeveType,short-sleeve,1
hasLength,long,hasSleeveType,short-sleeve,1
hasSilhouette,oval,hasSleeveType,short-sleeve,1
depicts,nail polish remover,hasSleeveType,short-sleeve,1
hasPattern,solid color,hasLength,long,1
hasOpeningType,zipper,hasLength,long,1
hasSleeveType,short-sleeve,hasLength,long,1
hasSilhouette,oval,hasLength,long,1
depicts,nail polish remover,hasLength,long,1
hasPattern,solid color,hasSilhouette,oval,1
hasSleeveType,short-sleeve,hasSilhouette,oval,1
hasLength,long,hasSilhouette,oval,1
depicts,nail polish remover,hasSilhouette,oval,1
depicts,nail polish remover,belongsToCategory,upperbody,1
hasPattern,solid color,depicts,nail polish remover,1
hasMaterialType,plastic,depicts,nail polish remover,1
hasOpeningType,zipper,depicts,nail polish remover,1
hasSleeveType,short-sleeve,depicts,nail polish remover,1
hasLength,long,depicts,nail polish remover,1
hasSilhouette,oval,depicts,nail polish remover,1
belongsToCategory,upperbody,depicts,nail polish remover,1
belongsToCategory,headwear,hasSilhouette,round,1
belongsToCategory,headwear,hasNickname,sunglasses,1
hasSilhouette,round,belongsToCategory,headwear,1
hasNickname,sunglasses,belongsToCategory,headwear,1
hasSilhouette,rectangular,hasLength,long,1
depicts,perfume bottle,hasLength,long,1
hasLength,long,hasSilhouette,rectangular,1
hasLength,long,depicts,perfume bottle,1
hasOpeningType,button,hasPattern,striped,1
hasOpeningType,button,hasMaterialType,plastic,1
hasPattern,striped,hasOpeningType,button,1
hasMaterialType,plastic,hasOpeningType,button,1
hasSleeveType,sleeveless,hasOpeningType,button,1
hasNeckline,straight,hasOpeningType,button,1
hasLength,short,hasOpeningType,button,1
hasSilhouette,round,hasOpeningType,button,1
hasNickname,sunglasses,hasOpeningType,button,1
belongsToCategory,head,hasOpeningType,button,1
depicts,glasses,hasOpeningType,button,1
hasOpeningType,button,hasSleeveType,sleeveless,1
hasOpeningType,button,hasNeckline,straight,1
hasOpeningType,button,hasLength,short,1
hasOpeningType,button,hasSilhouette,round,1
hasOpeningType,button,hasNickname,sunglasses,1
hasOpeningType,button,belongsToCategory,head,1
hasOpeningType,button,depicts,glasses,1
hasNickname,sunglasses,hasSilhouette,oval,1
belongsToCategory,head,hasSilhouette,oval,1
hasSilhouette,oval,hasNickname,sunglasses,1
hasSilhouette,oval,belongsToCategory,head,1
hasMaterialType,plastic,hasAnimalPattern,non-existent,1
hasLength,short,hasAnimalPattern,non-existent,1
hasSilhouette,oval,hasAnimalPattern,non-existent,1
hasNickname,shades,hasAnimalPattern,non-existent,1
belongsToCategory,headwear,hasAnimalPattern,non-existent,1
depicts,glasses,hasAnimalPattern,non-existent,1
hasMaterialType,plastic,hasLeatherType,non-existent,1
hasLength,short,hasLeatherType,non-existent,1
hasSilhouette,oval,hasLeatherType,non-existent,1
hasNickname,shades,hasLeatherType,non-existent,1
belongsToCategory,headwear,hasLeatherType,non-existent,1
depicts,glasses,hasLeatherType,non-existent,1
hasAnimalPattern,non-existent,hasMaterialType,plastic,1
hasLeatherType,non-existent,hasMaterialType,plastic,1
hasOpeningType,non-existent,hasMaterialType,plastic,1
hasPocketType,non-existent,hasMaterialType,plastic,1
hasNeckline,non-existent,hasMaterialType,plastic,1
hasLapelType,non-existent,hasMaterialType,plastic,1
hasCollarType,non-existent,hasMaterialType,plastic,1
hasNickname,shades,hasMaterialType,plastic,1
hasMaterialType,plastic,hasOpeningType,non-existent,1
hasLength,short,hasOpeningType,non-existent,1
hasSilhouette,oval,hasOpeningType,non-existent,1
hasNickname,shades,hasOpeningType,non-existent,1
belongsToCategory,headwear,hasOpeningType,non-existent,1
depicts,glasses,hasOpeningType,non-existent,1
hasMaterialType,plastic,hasPocketType,non-existent,1
hasLength,short,hasPocketType,non-existent,1
hasSilhouette,oval,hasPocketType,non-existent,1
hasNickname,shades,hasPocketType,non-existent,1
belongsToCategory,headwear,hasPocketType,non-existent,1
depicts,glasses,hasPocketType,non-existent,1
hasMaterialType,plastic,hasNeckline,non-existent,1
hasLength,short,hasNeckline,non-existent,1
hasSilhouette,oval,hasNeckline,non-existent,1
hasNickname,shades,hasNeckline,non-existent,1
belongsToCategory,headwear,hasNeckline,non-existent,1
depicts,glasses,hasNeckline,non-existent,1
hasMaterialType,plastic,hasLapelType,non-existent,1
hasLength,short,hasLapelType,non-existent,1
hasSilhouette,oval,hasLapelType,non-existent,1
hasNickname,shades,hasLapelType,non-existent,1
belongsToCategory,headwear,hasLapelType,non-existent,1
depicts,glasses,hasLapelType,non-existent,1
hasMaterialType,plastic,hasCollarType,non-existent,1
hasLength,short,hasCollarType,non-existent,1
hasSilhouette,oval,hasCollarType,non-existent,1
hasNickname,shades,hasCollarType,non-existent,1
belongsToCategory,headwear,hasCollarType,non-existent,1
depicts,glasses,hasCollarType,non-existent,1
hasAnimalPattern,non-existent,hasLength,short,1
hasLeatherType,non-existent,hasLength,short,1
hasOpeningType,non-existent,hasLength,short,1
hasPocketType,non-existent,hasLength,short,1
hasNeckline,non-existent,hasLength,short,1
hasLapelType,non-existent,hasLength,short,1
hasCollarType,non-existent,hasLength,short,1
hasNickname,shades,hasLength,short,1
belongsToCategory,headwear,hasLength,short,1
hasAnimalPattern,non-existent,hasSilhouette,oval,1
hasLeatherType,non-existent,hasSilhouette,oval,1
hasOpeningType,non-existent,hasSilhouette,oval,1
hasPocketType,non-existent,hasSilhouette,oval,1
hasNeckline,non-existent,hasSilhouette,oval,1
hasLapelType,non-existent,hasSilhouette,oval,1
hasCollarType,non-existent,hasSilhouette,oval,1
hasNickname,shades,hasSilhouette,oval,1
belongsToCategory,headwear,hasSilhouette,oval,1
hasAnimalPattern,non-existent,hasNickname,shades,1
hasLeatherType,non-existent,hasNickname,shades,1
hasMaterialType,plastic,hasNickname,shades,1
hasOpeningType,non-existent,hasNickname,shades,1
hasPocketType,non-existent,hasNickname,shades,1
hasNeckline,non-existent,hasNickname,shades,1
hasLapelType,non-existent,hasNickname,shades,1
hasCollarType,non-existent,hasNickname,shades,1
hasLength,short,hasNickname,shades,1
hasSilhouette,oval,hasNickname,shades,1
belongsToCategory,headwear,hasNickname,shades,1
depicts,glasses,hasNickname,shades,1
hasAnimalPattern,non-existent,belongsToCategory,headwear,1
hasLeatherType,non-existent,belongsToCategory,headwear,1
hasOpeningType,non-existent,belongsToCategory,headwear,1
hasPocketType,non-existent,belongsToCategory,headwear,1
hasNeckline,non-existent,belongsToCategory,headwear,1
hasLapelType,non-existent,belongsToCategory,headwear,1
hasCollarType,non-existent,belongsToCategory,headwear,1
hasLength,short,belongsToCategory,headwear,1
hasSilhouette,oval,belongsToCategory,headwear,1
hasNickname,shades,belongsToCategory,headwear,1
hasAnimalPattern,non-existent,depicts,glasses,1
hasLeatherType,non-existent,depicts,glasses,1
hasOpeningType,non-existent,depicts,glasses,1
hasPocketType,non-existent,depicts,glasses,1
hasNeckline,non-existent,depicts,glasses,1
hasLapelType,non-existent,depicts,glasses,1
hasCollarType,non-existent,depicts,glasses,1
hasNickname,shades,depicts,glasses,1
hasFabricTreatment,textured,hasPattern,solid color,1
hasOpeningType,zip closure,hasPattern,solid color,1
hasPattern,solid color,hasFabricTreatment,textured,1
hasMaterialType,plastic,hasFabricTreatment,textured,1
hasOpeningType,zip closure,hasFabricTreatment,textured,1
hasSleeveType,short-sleeve,hasFabricTreatment,textured,1
hasNeckline,round,hasFabricTreatment,textured,1
hasLength,short,hasFabricTreatment,textured,1
hasSilhouette,rectangular,hasFabricTreatment,textured,1
belongsToCategory,upperbody,hasFabricTreatment,textured,1
depicts,watch,hasFabricTreatment,textured,1
hasFabricTreatment,textured,hasMaterialType,plastic,1
hasOpeningType,zip closure,hasMaterialType,plastic,1
hasPattern,solid color,hasOpeningType,zip closure,1
hasFabricTreatment,textured,hasOpeningType,zip closure,1
hasMaterialType,plastic,hasOpeningType,zip closure,1
hasSleeveType,short-sleeve,hasOpeningType,zip closure,1
hasNeckline,round,hasOpeningType,zip closure,1
hasLength,short,hasOpeningType,zip closure,1
hasSilhouette,rectangular,hasOpeningType,zip closure,1
belongsToCategory,upperbody,hasOpeningType,zip closure,1
depicts,watch,hasOpeningType,zip closure,1
hasFabricTreatment,textured,hasSleeveType,short-sleeve,1
hasOpeningType,zip closure,hasSleeveType,short-sleeve,1
hasLength,short,hasSleeveType,short-sleeve,1
hasFabricTreatment,textured,hasNeckline,round,1
hasOpeningType,zip closure,hasNeckline,round,1
depicts,watch,hasNeckline,round,1
hasFabricTreatment,textured,hasLength,short,1
hasOpeningType,zip closure,hasLength,short,1
hasSleeveType,short-sleeve,hasLength,short,1
hasFabricTreatment,textured,hasSilhouette,rectangular,1
hasOpeningType,zip closure,hasSilhouette,rectangular,1
hasFabricTreatment,textured,belongsToCategory,upperbody,1
hasOpeningType,zip closure,belongsToCategory,upperbody,1
hasFabricTreatment,textured,depicts,watch,1
hasOpeningType,zip closure,depicts,watch,1
hasNeckline,round,depicts,watch,1
hasLength,full length,hasMaterialType,plastic,1
hasLength,full length,hasSleeveType,short-sleeve,1
hasNickname,sunglasses,hasSleeveType,short-sleeve,1
belongsToCategory,head,hasSleeveType,short-sleeve,1
depicts,glasses,hasSleeveType,short-sleeve,1
hasMaterialType,plastic,hasLength,full length,1
hasSleeveType,short-sleeve,hasLength,full length,1
hasSilhouette,rectangular,hasLength,full length,1
hasNickname,sunglasses,hasLength,full length,1
belongsToCategory,head,hasLength,full length,1
depicts,glasses,hasLength,full length,1
hasLength,full length,hasSilhouette,rectangular,1
hasSleeveType,short-sleeve,hasNickname,sunglasses,1
hasLength,full length,hasNickname,sunglasses,1
hasSleeveType,short-sleeve,belongsToCategory,head,1
hasLength,full length,belongsToCategory,head,1
hasSleeveType,short-sleeve,depicts,glasses,1
hasLength,full length,depicts,glasses,1
hasOpeningType,closure,hasFabricTreatment,coated,1
hasSleeveType,short-sleeve,hasFabricTreatment,coated,1
hasLength,wrist length,hasFabricTreatment,coated,1
hasWaistline,no waist,hasFabricTreatment,coated,1
belongsToCategory,accessories,hasFabricTreatment,coated,1
depicts,watch,hasFabricTreatment,coated,1
hasOpeningType,closure,hasMaterialType,plastic,1
hasLength,wrist length,hasMaterialType,plastic,1
hasWaistline,no waist,hasMaterialType,plastic,1
belongsToCategory,accessories,hasMaterialType,plastic,1
hasFabricTreatment,coated,hasOpeningType,closure,1
hasMaterialType,plastic,hasOpeningType,closure,1
hasSleeveType,short-sleeve,hasOpeningType,closure,1
hasLength,wrist length,hasOpeningType,closure,1
hasWaistline,no waist,hasOpeningType,closure,1
hasSilhouette,rectangular,hasOpeningType,closure,1
belongsToCategory,accessories,hasOpeningType,closure,1
depicts,watch,hasOpeningType,closure,1
hasFabricTreatment,coated,hasSleeveType,short-sleeve,1
hasOpeningType,closure,hasSleeveType,short-sleeve,1
hasLength,wrist length,hasSleeveType,short-sleeve,1
hasWaistline,no waist,hasSleeveType,short-sleeve,1
belongsToCategory,accessories,hasSleeveType,short-sleeve,1
hasFabricTreatment,coated,hasLength,wrist length,1
hasMaterialType,plastic,hasLength,wrist length,1
hasOpeningType,closure,hasLength,wrist length,1
hasSleeveType,short-sleeve,hasLength,wrist length,1
hasWaistline,no waist,hasLength,wrist length,1
hasSilhouette,rectangular,hasLength,wrist length,1
belongsToCategory,accessories,hasLength,wrist length,1
depicts,watch,hasLength,wrist length,1
hasFabricTreatment,coated,hasWaistline,no waist,1
hasMaterialType,plastic,hasWaistline,no waist,1
hasOpeningType,closure,hasWaistline,no waist,1
hasSleeveType,short-sleeve,hasWaistline,no waist,1
hasLength,wrist length,hasWaistline,no waist,1
hasSilhouette,rectangular,hasWaistline,no waist,1
belongsToCategory,accessories,hasWaistline,no waist,1
depicts,watch,hasWaistline,no waist,1
hasOpeningType,closure,hasSilhouette,rectangular,1
hasLength,wrist length,hasSilhouette,rectangular,1
hasWaistline,no waist,hasSilhouette,rectangular,1
belongsToCategory,accessories,hasSilhouette,rectangular,1
hasFabricTreatment,coated,belongsToCategory,accessories,1
hasMaterialType,plastic,belongsToCategory,accessories,1
hasOpeningType,closure,belongsToCategory,accessories,1
hasSleeveType,short-sleeve,belongsToCategory,accessories,1
hasLength,wrist length,belongsToCategory,accessories,1
hasWaistline,no waist,belongsToCategory,accessories,1
hasSilhouette,rectangular,belongsToCategory,accessories,1
depicts,watch,belongsToCategory,accessories,1
hasFabricTreatment,coated,depicts,watch,1
hasOpeningType,closure,depicts,watch,1
hasLength,wrist length,depicts,watch,1
hasWaistline,no waist,depicts,watch,1
belongsToCategory,accessories,depicts,watch,1
hasPocketType,pocket-less,hasPattern,solid color,1
hasNeckline,round neckline,hasPattern,solid color,1
hasLapelType,no-lapel,hasPattern,solid color,1
hasLength,full-length,hasPattern,solid color,1
hasPocketType,pocket-less,hasFabricTreatment,coated,1
hasNeckline,round neckline,hasFabricTreatment,coated,1
hasLapelType,no-lapel,hasFabricTreatment,coated,1
hasLength,full-length,hasFabricTreatment,coated,1
hasPocketType,pocket-less,hasMaterialType,plastic,1
hasNeckline,round neckline,hasMaterialType,plastic,1
hasLapelType,no-lapel,hasMaterialType,plastic,1
hasLength,full-length,hasMaterialType,plastic,1
hasPocketType,pocket-less,hasOpeningType,closed opening,1
hasNeckline,round neckline,hasOpeningType,closed opening,1
hasLapelType,no-lapel,hasOpeningType,closed opening,1
hasLength,full-length,hasOpeningType,closed opening,1
hasSilhouette,aviator,hasOpeningType,closed opening,1
hasPattern,solid color,hasPocketType,pocket-less,1
hasFabricTreatment,coated,hasPocketType,pocket-less,1
hasMaterialType,plastic,hasPocketType,pocket-less,1
hasOpeningType,closed opening,hasPocketType,pocket-less,1
hasSleeveType,sleeveless,hasPocketType,pocket-less,1
hasNeckline,round neckline,hasPocketType,pocket-less,1
hasLapelType,no-lapel,hasPocketType,pocket-less,1
hasLength,full-length,hasPocketType,pocket-less,1
hasSilhouette,aviator,hasPocketType,pocket-less,1
hasNickname,sunglasses,hasPocketType,pocket-less,1
belongsToCategory,head,hasPocketType,pocket-less,1
depicts,glasses,hasPocketType,pocket-less,1
hasPocketType,pocket-less,hasSleeveType,sleeveless,1
hasNeckline,round neckline,hasSleeveType,sleeveless,1
hasLapelType,no-lapel,hasSleeveType,sleeveless,1
hasLength,full-length,hasSleeveType,sleeveless,1
hasSilhouette,aviator,hasSleeveType,sleeveless,1
hasPattern,solid color,hasNeckline,round neckline,1
hasFabricTreatment,coated,hasNeckline,round neckline,1
hasMaterialType,plastic,hasNeckline,round neckline,1
hasOpeningType,closed opening,hasNeckline,round neckline,1
hasPocketType,pocket-less,hasNeckline,round neckline,1
hasSleeveType,sleeveless,hasNeckline,round neckline,1
hasLapelType,no-lapel,hasNeckline,round neckline,1
hasLength,full-length,hasNeckline,round neckline,1
hasSilhouette,aviator,hasNeckline,round neckline,1
hasNickname,sunglasses,hasNeckline,round neckline,1
belongsToCategory,head,hasNeckline,round neckline,1
depicts,glasses,hasNeckline,round neckline,1
hasPattern,solid color,hasLapelType,no-lapel,1
hasFabricTreatment,coated,hasLapelType,no-lapel,1
hasMaterialType,plastic,hasLapelType,no-lapel,1
hasOpeningType,closed opening,hasLapelType,no-lapel,1
hasPocketType,pocket-less,hasLapelType,no-lapel,1
hasSleeveType,sleeveless,hasLapelType,no-lapel,1
hasNeckline,round neckline,hasLapelType,no-lapel,1
hasLength,full-length,hasLapelType,no-lapel,1
hasSilhouette,aviator,hasLapelType,no-lapel,1
hasNickname,sunglasses,hasLapelType,no-lapel,1
belongsToCategory,head,hasLapelType,no-lapel,1
depicts,glasses,hasLapelType,no-lapel,1
hasPattern,solid color,hasLength,full-length,1
hasFabricTreatment,coated,hasLength,full-length,1
hasMaterialType,plastic,hasLength,full-length,1
hasOpeningType,closed opening,hasLength,full-length,1
hasPocketType,pocket-less,hasLength,full-length,1
hasSleeveType,sleeveless,hasLength,full-length,1
hasNeckline,round neckline,hasLength,full-length,1
hasLapelType,no-lapel,hasLength,full-length,1
hasSilhouette,aviator,hasLength,full-length,1
hasNickname,sunglasses,hasLength,full-length,1
belongsToCategory,head,hasLength,full-length,1
depicts,glasses,hasLength,full-length,1
hasOpeningType,closed opening,hasSilhouette,aviator,1
hasPocketType,pocket-less,hasSilhouette,aviator,1
hasSleeveType,sleeveless,hasSilhouette,aviator,1
hasNeckline,round neckline,hasSilhouette,aviator,1
hasLapelType,no-lapel,hasSilhouette,aviator,1
hasLength,full-length,hasSilhouette,aviator,1
hasPocketType,pocket-less,hasNickname,sunglasses,1
hasNeckline,round neckline,hasNickname,sunglasses,1
hasLapelType,no-lapel,hasNickname,sunglasses,1
hasLength,full-length,hasNickname,sunglasses,1
hasPocketType,pocket-less,belongsToCategory,head,1
hasNeckline,round neckline,belongsToCategory,head,1
hasLapelType,no-lapel,belongsToCategory,head,1
hasLength,full-length,belongsToCategory,head,1
hasPocketType,pocket-less,depicts,glasses,1
hasNeckline,round neckline,depicts,glasses,1
hasLapelType,no-lapel,depicts,glasses,1
hasLength,full-length,depicts,glasses,1
hasFabricTreatment,coated,hasPattern,striped,1
hasOpeningType,button front,hasPattern,striped,1
hasPattern,striped,hasFabricTreatment,coated,1
hasOpeningType,button front,hasFabricTreatment,coated,1
hasNeckline,straight,hasFabricTreatment,coated,1
hasOpeningType,button front,hasMaterialType,plastic,1
hasPattern,striped,hasOpeningType,button front,1
hasFabricTreatment,coated,hasOpeningType,button front,1
hasMaterialType,plastic,hasOpeningType,button front,1
hasSleeveType,sleeveless,hasOpeningType,button front,1
hasNeckline,straight,hasOpeningType,button front,1
hasLength,short,hasOpeningType,button front,1
hasSilhouette,round,hasOpeningType,button front,1
hasNickname,sunglasses,hasOpeningType,button front,1
belongsToCategory,head,hasOpeningType,button front,1
depicts,glasses,hasOpeningType,button front,1
hasOpeningType,button front,hasSleeveType,sleeveless,1
hasFabricTreatment,coated,hasNeckline,straight,1
hasOpeningType,button front,hasNeckline,straight,1
hasOpeningType,button front,hasLength,short,1
hasOpeningType,button front,hasSilhouette,round,1
hasOpeningType,button front,hasNickname,sunglasses,1
hasOpeningType,button front,belongsToCategory,head,1
hasOpeningType,button front,depicts,glasses,1
